question-1,apophis,779639533808386049,18:46:15.927775,168.06299999999464
question-1,ex-taas-si,779647928481873920,18:49:52.635843,384.7810000000027
question-1,g0dsp33d,779642203991441429,18:54:31.494849,663.6410000000033
question-1,octave,779638159012790283,18:54:54.205395,686.3439999999973
question-1,extraterrestrials,779639963691122698,18:55:16.515150,708.6560000000027
question-1,bellatrix,779646955403083806,18:56:35.868738,788.0160000000033
question-1,orion,779642362582269952,18:58:19.839077,891.9850000000006
question-1,dankmemer,779636700699688961,18:58:30.836796,902.9850000000006
question-1,indus-orion,779647075314434056,18:58:50.531842,922.6720000000059
question-1,explorers,779648928316391444,18:59:35.415700,967.5629999999946
question-1,all-dead,779641554310529034,18:59:43.805128,975.9529999999941
question-1,team,779646329991331860,18:59:49.664284,981.7970000000059
question-1,curious-but-stupid-by-design,779645936837328896,19:01:33.245746,1085.3910000000033
question-1,polus,779640739298017280,19:01:44.145376,1096.2810000000027
question-1,cryptos,779648118010150924,19:03:54.745015,1226.8910000000033
question-2,apophis,779639533808386049,19:05:37.005125,1329.1410000000033
question-1,quasar,779648763516944394,19:06:13.069476,1365.202999999994
question-2,g0dsp33d,779642203991441429,19:06:16.765024,1368.9060000000027
question-1,astro-nuts,779644791012720650,19:06:59.440456,1411.577999999994
question-1,apollo,779642024503541771,19:07:13.004176,1425.1410000000033
question-1,imposters,779648560551166002,19:07:46.839579,1458.9850000000006
question-1,impostors-2,779647530526572565,19:09:21.721223,1553.8600000000006
question-1,sentinels,779639692487819274,19:11:20.209074,1672.3439999999973
question-1,alphax,779647740773662731,19:13:05.330640,1777.4689999999973
question-2,curious-but-stupid-by-design,779645936837328896,19:13:08.124425,1780.2660000000033
question-1,space-x,779645436084486144,19:17:52.832178,2064.9689999999973
question-1,noobular-knights,779645052192292875,19:18:19.456279,2091.5939999999973
question-1,nashira,779646107935965184,19:19:12.106328,2144.25
question-1,endurance,779640360388657164,19:19:25.947165,2158.0939999999973
question-1,galaxy-heights,779646485058814003,19:20:04.677442,2196.8129999999946
question-2,astro-nuts,779644791012720650,19:20:28.545949,2220.6879999999946
question-2,octave,779638159012790283,19:21:32.205303,2284.3439999999973
question-1,nebula1,779639203167862804,19:21:36.655025,2288.797000000006
question-1,bullseye,779633806692974644,19:24:08.256207,2440.3910000000033
question-1,interstellar,779639381194702849,19:25:16.507669,2508.6410000000033
question-2,alphax,779647740773662731,19:25:16.526655,2508.672000000006
question-2,extraterrestrials,779639963691122698,19:25:19.497656,2511.6410000000033
question-2,ex-taas-si,779647928481873920,19:25:40.697812,2532.8439999999973
question-2,all-dead,779641554310529034,19:26:37.880435,2590.0160000000033
question-1,silent-shadows,779649172470104145,19:27:48.158996,2660.297000000006
question-2,space-x,779645436084486144,19:30:05.329639,2797.4689999999973
question-2,explorers,779648928316391444,19:30:14.078145,2806.2189999999973
question-2,polus,779640739298017280,19:32:08.987873,2921.125
question-2,impostors-2,779647530526572565,19:32:51.711557,2963.8600000000006
question-2,bellatrix,779646955403083806,19:33:58.200716,3030.3439999999973
question-2,sentinels,779639692487819274,19:35:22.980674,3115.125
question-2,interstellar,779639381194702849,19:36:40.756131,3192.8910000000033
question-1,aurora,779641087114346496,19:38:11.418427,3283.5629999999946
question-2,orion,779642362582269952,19:38:33.414375,3305.547000000006
question-2,team,779646329991331860,19:39:42.500035,3374.6410000000033
question-2,imposters,779648560551166002,19:40:29.098678,3421.2350000000006
question-2,endurance,779640360388657164,19:41:52.280662,3504.422000000006
question-2,cryptos,779648118010150924,19:42:48.299951,3560.4379999999946
question-1,shapeshifters,779637828124016640,19:43:09.354375,3581.5
question-2,noobular-knights,779645052192292875,19:43:18.232194,3590.375
question-2,silent-shadows,779649172470104145,19:43:57.196873,3629.3439999999973
question-1,stargazer,779645688090853376,19:46:32.590501,3784.7350000000006
question-2,nashira,779646107935965184,19:47:06.646244,3818.7810000000027
question-1,pringles,779638012421210133,19:47:47.842857,3859.9850000000006
question-1,silver-surfers,779642563640295465,19:48:18.999292,3891.1410000000033
question-2,bullseye,779633806692974644,19:48:38.753952,3910.8910000000033
question-2,nebula1,779639203167862804,19:49:44.413800,3976.547000000006
question-3,noobular-knights,779645052192292875,19:52:35.863650,4148.0
question-2,aurora,779641087114346496,19:52:47.633267,4159.781000000003
question-3,ex-taas-si,779647928481873920,19:59:33.756512,4565.891000000003
question-3,extraterrestrials,779639963691122698,20:00:41.460410,4633.593999999997
question-2,galaxy-heights,779646485058814003,20:00:45.454524,4637.593999999997
question-3,all-dead,779641554310529034,20:00:48.548267,4640.687999999995
question-3,endurance,779640360388657164,20:01:38.432016,4690.577999999994
question-3,curious-but-stupid-by-design,779645936837328896,20:02:46.075086,4758.218999999997
question-3,octave,779638159012790283,20:05:27.391957,4919.531000000003
